block_id	tok	surface	lemma	rank	known
0051	38	մեջ	մեջ	23	y
0051	39	ինչպես	ինչպես	11	y
0051	40	հաջողուցյուն	հաջողուցյուն		
0051	41	առողջուցյուն	առողջուցյուն		
0051	42	հանրապետուցյուն	հանրապետուցյուն		
0051	43	արագուցյուն	արագուցյուն		
0051	44	և	և		
0051	45	այլն	այլ	9	y
0051	46	Այսօր	այսօր	103	y
0051	47	շատ_քիչ	շատ_քիչ		
0051	48	է	լինել	1	y
0051	49	հավանականությունը	հավանականություն		
0051	50	տեսնել	տեսնել	73	y
0051	51	մեկին	մեկին	520	
0051	52	որը	որ	2	y
0051	53	նման	նման	115	y
0051	54	դեպքերում	դեպքերել	1032	
0051	55	արտաբերում	արտաբերել		
0051	56	է	լինել	1	y
0051	57	թ	թ		
0051	58	այլ	այլ	9	y
0051	59	ոչ	ոչ	19	y
0051	60	թե	թե	26	y
0051	61	ց	ց		
0051	62	Այսպես	այսպես	228	y
0051	63	խոսում	խոսել	55	y
0051	64	են	լինել	1	y
0051	65	գրեթե	գրեթե	672	y
0051	66	բոլորը	բոլոր	48	y
0051	67	լրագրողն	լրագրող		
0051	68	ու	ու	3	y
0051	69	հեռուստահաղորդավարը	հեռուստահաղորդավար		
0051	70	բանաստեղծն	բանաստեղծ	1057	y
0051	71	ու	ու	3	y
0051	72	գրականագետը	գրականագետ		
0051	73	ուստի	ուստի	381	y
0051	74	անիմաստ	անիմաստ		
0051	75	է	լինել	1	y
0051	76	թվում	թվալ		
0051	77	այս	այս	12	y
0051	78	կիրարկման	կիրարկման		
0051	79	որպես	որպես	170	y
0051	80	շեղման	շեղման		
0051	81	և	և		
0051	82	այս	այս	12	y
0051	83	տեղում	տեղել	1407	
0051	84	թ	թ		
0051	85	հնչյունի	հնչյուն	496	y
0051	86	իրավունքի	իրավունք	1077	y
0051	87	վերականգնման	վերականգնման		
0051	88	մասին	մասին	92	y
0051	89	խոսելը	խոսել	55	y
0051	90	Ակնհայտ	ակնհայտ	1423	
0051	91	է	լինել	1	y
0051	92	որ	որ	2	y
0051	93	այս	այս	12	y
0051	94	խոսելաձևը	խոսելաձև		
0051	95	գալիս	գալ	15	y
0051	96	է	լինել	1	y
0051	97	դպրոցից	դպրոց	158	y
0051	98	և	և		
0051	99	ընտանիքից	ընտանիք	576	y
0051	100	այն	այն	22	y
0051	101	այժմ	այժմ	306	y
0051	102	նորմ	նորմ	942	y
0051	103	է	լինել	1	y
0051	104	որին	որ	2	y
0051	105	պետք	պետք	34	y
0051	106	է	լինել	1	y
0051	107	վարժվեն	վարժվեն		
0051	108	նրանք	նրանք	50	y
0051	109	ովքեր	ովքեր	1474	
0051	110	ցանկանում	ցանկանալ	531	y
0051	111	են	լինել	1	y
0051	112	լինել	լինել	1	y
0051	113	ինչպես	ինչպես	11	y
0051	114	բոլորը	բոլոր	48	y
0052	0	Ալանի	ալանի		
0052	1	նշանակում	նշանակել	277	y
0052	2	է	լինել	1	y
0052	3	թզի	թզ		
0052	4	կամ	կամ	25	y
0052	5	դեղձի	դեղձ	1452	
0052	6	չրից	չր		
0052	7	պատրաստված	պատրաստվել		
0052	8	քաղցրավենիք	քաղցրավենիք		
